No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia,Tertarik
3658,0.500,4,Perempuan,rural,8,2,38,0
3659,9.339,4,Laki-Laki,rural,0,1,32,0
3660,3.044,5,Laki-Laki,urban,3,1,35,0
3661,4.147,3,Perempuan,rural,3,1,37,0
3662,3.110,2,Perempuan,rural,2,1,43,0
3663,15.340,8,Perempuan,rural,3,2,28,1
3664,13.166,5,Perempuan,rural,1,3,38,0
3665,22.288,6,Perempuan,rural,4,2,41,0
3666,2.221,6,Laki-Laki,rural,2,0,39,0
3667,0.821,1,Perempuan,rural,2,9,36,0
3668,5.778,3,Perempuan,urban,1,1,27,1
3669,0.383,3,Perempuan,rural,1,3,39,0
3670,7.375,4,Laki-Laki,rural,1,2,35,0
3671,0.069,1,Laki-Laki,urban,3,3,37,0
3672,10.094,3,Laki-Laki,rural,1,3,35,0
3673,2.264,3,Laki-Laki,rural,2,2,32,0
3674,44.157,11,Perempuan,urban,12,5,43,1
3675,6.198,3,Perempuan,rural,1,1,44,0
3676,8.900,2,Laki-Laki,urban,0,1,42,0
3677,3.673,10,Perempuan,rural,5,1,30,1
3678,1.691,3,Laki-Laki,rural,0,1,41,0
3679,5.783,5,Laki-Laki,rural,5,0,38,0
3680,3.502,9,Perempuan,rural,3,3,31,1
3681,1.140,4,Laki-Laki,rural,2,6,38,0
3682,6.611,4,Perempuan,urban,2,4,43,0
3683,0.475,5,Laki-Laki,rural,11,1,42,0
3684,20.903,4,Laki-Laki,rural,1,5,38,0
3685,11.121,6,Perempuan,urban,2,1,36,0
3686,0.764,2,Laki-Laki,rural,1,0,44,0
3687,0.686,3,Perempuan,urban,2,8,36,0
3688,0.015,3,Perempuan,rural,1,2,45,0
3689,3.732,1,Laki-Laki,rural,0,0,36,0
3690,5.059,4,Perempuan,rural,6,7,30,1
3691,7.228,4,Laki-Laki,rural,1,3,39,0
3692,5.217,3,Laki-Laki,urban,0,2,38,0
3693,1.384,1,Laki-Laki,urban,1,7,39,0
3694,0.960,3,Laki-Laki,rural,1,2,30,0
3695,11.370,14,Laki-Laki,rural,2,4,40,1
3696,11.315,4,Perempuan,rural,0,3,47,0
3697,1.936,4,Perempuan,urban,2,0,38,0
3698,2.531,2,Perempuan,urban,3,5,35,0
3699,1.754,3,Laki-Laki,rural,1,1,26,1
3700,1.696,1,Laki-Laki,rural,0,2,43,0
3701,3.846,7,Perempuan,rural,6,3,36,0
3702,13.036,4,Perempuan,rural,2,1,40,0
3703,2.626,8,Perempuan,rural,6,0,45,0
3704,1.194,4,Laki-Laki,urban,1,2,37,0
3705,0.948,3,Laki-Laki,rural,1,0,42,0
3706,7.917,7,Laki-Laki,urban,0,2,37,0
3707,5.889,7,Perempuan,rural,5,2,34,1
3708,2.180,5,Laki-Laki,rural,3,0,40,0
3709,8.751,10,Perempuan,rural,6,3,38,1
3710,5.318,5,Perempuan,rural,0,0,35,0
3711,21.123,15,Perempuan,urban,4,0,42,0
3712,0.408,1,Perempuan,rural,4,0,36,0
3713,2.006,3,Laki-Laki,urban,1,2,39,0
3714,1.370,2,Laki-Laki,urban,1,3,28,1
3715,8.884,2,Perempuan,urban,3,1,48,0
3716,1.378,0,Laki-Laki,rural,1,2,41,0
3717,1.026,3,Perempuan,rural,3,1,38,0
3718,11.610,6,Perempuan,rural,2,1,37,0
3719,25.776,5,Laki-Laki,rural,2,2,36,1
3720,6.953,2,Laki-Laki,rural,1,7,38,0
3721,0.520,6,Perempuan,rural,1,6,41,0
3722,3.523,3,Laki-Laki,urban,1,4,41,0
3723,24.997,9,Laki-Laki,rural,2,0,49,1
3724,0.820,2,Perempuan,urban,1,3,35,0
3725,2.616,0,Laki-Laki,rural,6,1,27,1
3726,28.809,18,Laki-Laki,rural,2,1,41,1
3727,1.896,0,Perempuan,urban,1,2,36,0
3728,9.278,3,Laki-Laki,urban,1,1,34,0
3729,6.673,1,Laki-Laki,rural,3,3,39,0
3730,0.699,4,Laki-Laki,rural,0,3,34,0
3731,6.996,7,Laki-Laki,rural,8,3,33,1
3732,3.155,3,Perempuan,rural,4,3,31,0
3733,0.852,3,Perempuan,urban,3,0,44,0
3734,1.107,5,Laki-Laki,rural,5,2,38,0
3735,0.911,7,Laki-Laki,urban,0,0,29,1
3736,3.040,1,Perempuan,rural,2,2,32,0
3737,1.073,5,Laki-Laki,rural,1,1,43,0
3738,19.221,5,Perempuan,rural,1,1,27,1
3739,0.493,3,Perempuan,rural,4,2,43,0
3740,5.898,5,Laki-Laki,rural,3,0,34,1
3741,2.787,1,Perempuan,rural,0,2,43,0
3742,1.697,3,Perempuan,rural,4,8,48,0
3743,38.390,13,Laki-Laki,urban,1,3,43,1
3744,2.231,4,Laki-Laki,rural,1,0,36,0
3745,0.982,5,Laki-Laki,rural,2,1,39,0
3746,1.387,2,Laki-Laki,urban,0,3,33,0
3747,6.556,1,Perempuan,rural,1,3,35,0
3748,1.065,0,Perempuan,rural,4,0,39,0
3749,1.631,1,Laki-Laki,urban,1,2,41,0
3750,12.707,9,Perempuan,rural,5,7,34,1
3751,0.972,4,Laki-Laki,urban,1,0,38,0
3752,25.382,16,Perempuan,rural,3,2,38,1
3753,3.161,1,Perempuan,urban,3,2,39,0
3754,7.784,2,Laki-Laki,rural,1,6,48,0
3755,3.375,3,Laki-Laki,rural,0,1,42,0
3756,12.356,5,Laki-Laki,urban,10,2,42,1
3757,3.363,0,Laki-Laki,rural,1,1,39,0
3758,19.426,11,Perempuan,urban,3,2,41,0
3759,8.801,3,Perempuan,rural,2,2,37,0
3760,0.163,0,Perempuan,rural,0,1,37,0
3761,0.859,1,Perempuan,rural,6,2,40,0
3762,12.740,9,Laki-Laki,rural,3,5,43,0
3763,1.747,4,Perempuan,rural,4,2,57,1
3764,1.074,2,Perempuan,rural,3,4,36,0
3765,13.249,8,Laki-Laki,urban,3,2,41,0
3766,11.344,7,Laki-Laki,rural,1,2,42,0
3767,23.298,11,Laki-Laki,rural,1,8,43,1
3768,5.325,3,Perempuan,urban,1,0,48,0
3769,1.458,4,Laki-Laki,rural,2,1,39,0
3770,24.934,9,Laki-Laki,urban,0,8,37,1
3771,0.339,7,Laki-Laki,urban,3,0,33,0
3772,1.037,1,Laki-Laki,rural,1,2,41,0
3773,0.791,2,Laki-Laki,rural,1,1,47,0
3774,2.688,5,Laki-Laki,rural,2,2,37,0
3775,10.091,2,Laki-Laki,urban,8,2,34,1
3776,2.715,3,Perempuan,urban,9,3,34,1
3777,19.638,11,Laki-Laki,urban,1,3,29,1
3778,2.513,0,Perempuan,urban,5,2,32,0
3779,1.078,2,Perempuan,urban,4,2,46,0
3780,10.046,3,Laki-Laki,urban,1,6,31,1
3781,1.777,3,Laki-Laki,rural,2,2,38,0
3782,4.166,1,Perempuan,rural,0,0,30,0
3783,1.048,4,Perempuan,urban,1,2,30,0
3784,4.895,4,Perempuan,urban,4,2,45,0
3785,11.417,4,Perempuan,urban,0,5,37,0
3786,3.751,4,Perempuan,rural,3,1,45,0
3787,4.881,6,Perempuan,rural,4,5,39,0
3788,2.520,3,Perempuan,urban,1,1,36,0
3789,0.529,1,Laki-Laki,rural,2,0,43,0
3790,10.969,8,Perempuan,rural,1,1,31,1
3791,1.672,2,Laki-Laki,rural,0,2,34,0
3792,2.332,1,Perempuan,rural,1,0,39,0
3793,2.571,5,Laki-Laki,rural,4,2,33,0
3794,8.085,5,Perempuan,urban,3,7,42,0
3795,3.244,6,Perempuan,urban,5,1,39,0
3796,0.798,2,Perempuan,urban,3,1,31,0
3797,1.315,1,Perempuan,rural,4,2,39,0
3798,1.194,4,Laki-Laki,urban,1,4,45,0
3799,0.215,3,Laki-Laki,rural,1,3,40,0
3800,10.111,4,Laki-Laki,rural,2,4,35,1
3801,5.455,4,Perempuan,rural,6,4,33,1
3802,5.844,0,Laki-Laki,rural,1,1,35,0
3803,9.714,6,Laki-Laki,urban,1,0,38,0
3804,0.679,2,Perempuan,rural,4,1,36,0
3805,3.559,1,Laki-Laki,rural,1,2,34,0
3806,3.135,5,Perempuan,urban,3,2,38,0
3807,7.661,3,Laki-Laki,rural,1,1,42,0
3808,1.619,3,Perempuan,rural,1,1,32,0
3809,1.373,4,Laki-Laki,rural,3,1,32,0
3810,3.854,1,Laki-Laki,urban,0,3,40,0
3811,0.702,3,Laki-Laki,urban,0,2,31,0
3812,3.105,1,Laki-Laki,rural,2,5,41,0
3813,17.172,10,Perempuan,rural,13,2,50,1
3814,13.488,4,Laki-Laki,urban,1,3,30,1
3815,0.037,1,Perempuan,rural,2,1,37,0
3816,1.245,2,Perempuan,rural,2,2,37,0
3817,1.646,2,Laki-Laki,urban,1,5,42,0
3818,2.535,3,Perempuan,urban,0,4,40,0
3819,0.889,2,Laki-Laki,rural,2,2,45,0
3820,6.748,4,Perempuan,rural,6,2,41,0
3821,7.065,1,Laki-Laki,rural,1,4,34,0
3822,2.581,2,Perempuan,rural,5,2,40,0
3823,2.148,0,Laki-Laki,urban,2,2,37,0
3824,0.294,2,Perempuan,rural,9,1,29,1
3825,0.479,1,Perempuan,urban,4,3,41,0
3826,0.564,5,Laki-Laki,urban,3,0,39,0
3827,4.359,0,Perempuan,rural,0,2,37,0
3828,5.833,4,Perempuan,urban,2,3,29,1
3829,7.358,4,Laki-Laki,urban,1,3,29,1
3830,6.681,4,Perempuan,urban,5,2,32,0
3831,2.417,5,Laki-Laki,rural,1,1,37,0
3832,0.410,2,Laki-Laki,rural,3,2,33,0
3833,9.781,10,Laki-Laki,urban,2,0,37,0
3834,0.915,5,Laki-Laki,rural,0,0,44,0
3835,1.240,2,Perempuan,rural,2,0,46,0
3836,1.216,4,Laki-Laki,rural,2,2,33,0
3837,9.515,9,Laki-Laki,urban,3,2,36,1
3838,1.471,3,Perempuan,urban,4,1,36,0
3839,0.130,1,Perempuan,urban,4,2,36,0
3840,4.255,5,Perempuan,rural,4,2,36,0
3841,0.309,4,Perempuan,rural,2,4,39,0
3842,4.329,0,Perempuan,urban,1,1,41,0
3843,0.371,4,Perempuan,rural,3,0,39,0
3844,1.615,3,Perempuan,rural,3,2,27,1
3845,1.329,2,Perempuan,rural,3,0,35,0
3846,0.010,2,Laki-Laki,rural,1,0,41,0
3847,10.255,10,Laki-Laki,rural,5,4,35,1
3848,1.225,2,Laki-Laki,urban,1,2,34,0
3849,0.683,4,Perempuan,rural,5,1,44,0
3850,14.262,4,Laki-Laki,rural,2,2,42,0
3851,0.969,4,Laki-Laki,rural,1,2,38,0
3852,1.060,4,Laki-Laki,urban,4,1,39,0
3853,0.758,3,Perempuan,rural,0,5,40,0
3854,0.816,1,Laki-Laki,urban,3,1,39,0
3855,10.259,5,Perempuan,urban,4,2,34,0
3856,5.792,0,Laki-Laki,urban,2,2,37,0
3857,0.956,2,Perempuan,rural,7,2,48,0
3858,8.251,9,Perempuan,urban,3,2,36,0
3859,5.391,5,Perempuan,rural,6,4,31,1
3860,8.606,3,Perempuan,rural,1,1,44,0
3861,8.125,1,Laki-Laki,rural,1,4,38,0
3862,1.284,2,Laki-Laki,urban,2,1,47,0
3863,0.339,4,Perempuan,rural,5,2,40,0
3864,4.311,7,Perempuan,urban,5,4,34,1
3865,7.660,4,Laki-Laki,urban,0,2,32,0
3866,0.620,1,Perempuan,urban,4,7,40,0
3867,8.908,8,Perempuan,rural,7,0,31,1
3868,11.676,6,Laki-Laki,rural,5,3,32,1
3869,1.267,1,Laki-Laki,rural,1,4,44,0
3870,5.995,4,Laki-Laki,urban,1,0,30,0
3871,38.579,11,Laki-Laki,rural,1,11,36,1
3872,1.386,4,Perempuan,rural,4,2,41,0
3873,4.438,4,Laki-Laki,rural,6,2,35,0
3874,3.631,5,Perempuan,rural,6,1,42,0
3875,11.586,2,Perempuan,urban,1,4,28,1
3876,7.052,14,Laki-Laki,rural,5,1,46,1
3877,5.467,5,Laki-Laki,rural,8,2,42,0
3878,1.548,2,Perempuan,rural,7,3,36,0
3879,2.692,3,Perempuan,urban,3,3,39,0
3880,3.357,4,Perempuan,rural,3,3,29,1
3881,4.761,6,Laki-Laki,rural,4,2,36,0
3882,0.936,2,Laki-Laki,urban,2,5,35,0
3883,10.478,8,Perempuan,urban,2,4,44,0
3884,2.381,0,Laki-Laki,urban,0,1,33,0
3885,1.592,5,Perempuan,rural,2,2,33,0
3886,1.270,3,Laki-Laki,rural,1,0,30,0
3887,0.332,3,Laki-Laki,rural,0,1,37,0
3888,2.051,4,Perempuan,urban,3,2,31,0
3889,15.252,4,Perempuan,urban,5,1,41,0
3890,4.171,0,Perempuan,rural,2,2,42,0
3891,1.660,4,Perempuan,rural,0,1,31,0
3892,51.104,26,Laki-Laki,urban,4,9,33,1
3893,1.293,5,Laki-Laki,urban,2,5,32,1
3894,7.848,3,Perempuan,rural,3,1,39,0
3895,8.636,4,Perempuan,rural,1,2,33,0
3896,1.618,2,Perempuan,rural,0,1,32,0
3897,8.226,4,Laki-Laki,urban,0,2,44,0
3898,0.261,2,Laki-Laki,rural,1,2,35,0
3899,5.047,5,Laki-Laki,rural,1,1,41,0
3900,3.742,6,Laki-Laki,rural,0,1,30,1
3901,3.846,2,Laki-Laki,urban,2,2,30,1
3902,0.382,2,Laki-Laki,rural,5,0,43,0
3903,1.243,1,Perempuan,rural,2,5,29,1
3904,4.729,3,Laki-Laki,rural,1,2,43,0
3905,0.896,5,Laki-Laki,rural,0,5,32,0
3906,4.953,10,Perempuan,rural,5,2,48,0
3907,2.583,3,Laki-Laki,urban,3,3,46,0
3908,42.865,15,Laki-Laki,urban,5,5,39,1
3909,33.349,7,Perempuan,rural,2,4,36,1
3910,10.284,11,Laki-Laki,rural,4,3,28,1
3911,14.185,4,Laki-Laki,urban,3,1,38,0
3912,2.712,2,Perempuan,rural,2,1,42,0
3913,4.019,7,Perempuan,urban,7,0,39,0
3914,2.914,5,Laki-Laki,urban,5,3,36,0
3915,4.049,12,Laki-Laki,urban,5,1,35,0
3916,15.114,13,Perempuan,rural,4,6,48,1
3917,18.952,12,Laki-Laki,rural,4,2,53,1
3918,2.392,3,Perempuan,urban,6,1,36,0
3919,13.797,6,Perempuan,urban,10,3,35,1
3920,7.272,2,Laki-Laki,rural,2,3,41,0
3921,3.575,12,Laki-Laki,urban,0,1,34,0
3922,1.013,1,Perempuan,rural,3,2,46,0
3923,0.887,3,Laki-Laki,rural,2,2,37,0
3924,2.959,5,Perempuan,urban,6,3,46,0
3925,18.147,15,Perempuan,rural,5,3,38,1
3926,9.318,10,Perempuan,urban,3,3,33,1
3927,3.646,6,Laki-Laki,rural,2,3,34,0
3928,1.121,4,Laki-Laki,rural,2,6,39,0
3929,1.883,2,Perempuan,rural,0,2,43,0
3930,13.682,10,Perempuan,urban,6,2,29,1
3931,2.204,0,Laki-Laki,urban,1,6,42,0
3932,24.431,10,Perempuan,rural,3,6,40,1
3933,2.589,4,Perempuan,rural,3,3,36,0
3934,4.507,0,Perempuan,urban,0,3,41,0
3935,2.969,7,Perempuan,rural,5,4,42,0
3936,2.205,8,Laki-Laki,rural,1,4,39,0
3937,2.700,1,Laki-Laki,rural,0,3,42,0
3938,13.593,9,Perempuan,urban,5,7,42,1
3939,2.122,2,Perempuan,urban,1,0,33,0
3940,0.156,6,Perempuan,rural,4,2,34,0
3941,6.723,3,Perempuan,urban,2,3,32,0
3942,2.558,1,Laki-Laki,rural,1,1,39,0
3943,1.052,3,Perempuan,rural,0,2,33,0
3944,1.436,3,Laki-Laki,urban,3,3,37,0
3945,2.010,7,Perempuan,rural,0,1,51,0
3946,1.676,6,Laki-Laki,rural,3,7,36,0
3947,0.795,3,Laki-Laki,urban,0,6,44,0
3948,4.327,3,Laki-Laki,rural,3,1,41,0
3949,0.385,2,Perempuan,urban,8,2,38,0
3950,0.723,3,Perempuan,rural,2,4,39,0
3951,11.290,3,Perempuan,urban,0,2,30,0
3952,7.254,4,Perempuan,rural,4,3,33,0
3953,7.903,2,Laki-Laki,rural,2,2,37,0
3954,20.993,6,Perempuan,rural,4,7,34,1
3955,2.503,0,Laki-Laki,rural,3,0,44,0
3956,0.391,4,Laki-Laki,urban,0,2,32,0
3957,30.142,9,Laki-Laki,rural,0,8,31,1
3958,0.613,4,Laki-Laki,urban,2,3,37,0
3959,7.680,3,Perempuan,rural,1,1,40,0
3960,2.088,3,Perempuan,rural,3,6,40,0
3961,2.134,3,Perempuan,urban,2,1,48,0
3962,10.968,5,Laki-Laki,rural,5,3,40,0
3963,6.692,4,Perempuan,rural,5,2,36,0
3964,4.080,6,Perempuan,rural,1,1,43,0
3965,22.723,13,Laki-Laki,rural,6,2,40,1
3966,8.588,11,Perempuan,urban,0,1,34,0
3967,4.495,4,Perempuan,rural,1,1,44,0
3968,4.363,4,Laki-Laki,rural,1,1,40,0
3969,1.231,5,Perempuan,rural,7,5,41,0
3970,5.606,6,Perempuan,urban,0,0,46,0
3971,4.104,2,Laki-Laki,rural,0,3,40,0
3972,1.519,4,Laki-Laki,urban,6,2,42,0
3973,0.665,2,Perempuan,rural,3,2,44,0
3974,12.407,6,Laki-Laki,rural,1,3,39,0
3975,1.974,2,Perempuan,rural,4,5,41,0
3976,12.111,11,Laki-Laki,urban,2,4,32,1
3977,14.870,2,Perempuan,rural,1,2,37,0
3978,0.549,4,Laki-Laki,rural,1,1,33,0
3979,17.082,10,Laki-Laki,urban,3,6,34,1
3980,0.248,1,Laki-Laki,urban,0,4,42,0
3981,1.984,2,Perempuan,rural,0,0,41,0
3982,1.194,4,Perempuan,rural,5,1,38,0
3983,6.877,8,Perempuan,rural,7,0,39,0
3984,0.650,1,Perempuan,rural,1,2,34,0
3985,0.376,6,Perempuan,urban,9,2,48,0
3986,0.935,4,Perempuan,urban,6,2,41,0
3987,3.267,4,Laki-Laki,urban,0,1,32,0
3988,22.110,21,Laki-Laki,rural,13,6,41,1
3989,3.317,6,Perempuan,rural,1,1,35,0
3990,0.127,2,Laki-Laki,rural,0,0,37,0
3991,1.346,4,Laki-Laki,urban,0,3,44,0
3992,1.194,0,Perempuan,rural,5,2,44,0
3993,0.581,3,Laki-Laki,rural,3,0,42,0
3994,1.397,1,Laki-Laki,urban,4,13,39,1
3995,6.692,2,Perempuan,rural,2,1,30,0
3996,0.564,2,Perempuan,rural,5,2,36,0
3997,0.628,2,Perempuan,rural,2,4,41,0
3998,14.756,3,Laki-Laki,rural,1,1,38,0
3999,3.481,2,Laki-Laki,rural,2,5,40,0
4000,8.353,5,Perempuan,rural,4,2,37,0
4001,3.928,6,Laki-Laki,rural,4,2,42,0
4002,3.706,2,Laki-Laki,rural,1,2,47,0
4003,0.420,1,Perempuan,urban,4,3,46,0
4004,13.482,5,Laki-Laki,rural,2,12,42,1
4005,4.289,2,Perempuan,urban,0,0,31,0
4006,8.298,4,Perempuan,rural,1,0,36,0
4007,3.565,5,Laki-Laki,urban,0,0,39,0
4008,11.359,1,Perempuan,urban,1,3,33,0
4009,3.402,3,Perempuan,rural,2,0,39,0
4010,6.790,2,Perempuan,rural,0,3,38,0
4011,4.696,2,Laki-Laki,rural,3,3,24,1
4012,12.402,2,Laki-Laki,rural,1,5,33,1
4013,3.563,11,Laki-Laki,urban,3,0,29,1
4014,2.445,4,Perempuan,rural,5,3,41,0
4015,0.361,5,Laki-Laki,urban,2,2,25,1
4016,3.039,2,Laki-Laki,rural,2,2,42,0
4017,0.623,3,Perempuan,urban,2,3,36,0
4018,0.986,2,Laki-Laki,rural,0,3,36,0
4019,16.423,8,Laki-Laki,rural,2,2,31,1
4020,2.254,2,Laki-Laki,rural,3,2,43,0
4021,0.391,4,Perempuan,rural,3,0,46,0
4022,0.826,4,Perempuan,urban,1,2,39,0
4023,1.741,3,Laki-Laki,urban,1,2,42,0
4024,3.882,4,Perempuan,urban,4,4,29,1
4025,1.206,4,Laki-Laki,urban,0,5,46,0
4026,8.435,5,Laki-Laki,rural,7,0,36,0
4027,0.112,1,Laki-Laki,rural,0,2,37,0
4028,1.219,1,Laki-Laki,rural,2,4,36,0
4029,1.288,0,Perempuan,rural,4,0,33,0
4030,0.247,2,Perempuan,urban,3,5,38,0
4031,0.094,2,Laki-Laki,rural,1,4,35,0
4032,15.517,16,Perempuan,rural,4,1,31,1
4033,1.127,3,Perempuan,urban,5,2,46,0
4034,0.230,4,Perempuan,rural,4,2,36,0
4035,20.620,10,Perempuan,rural,5,2,47,0
4036,6.862,3,Laki-Laki,rural,7,3,41,0
4037,1.084,0,Perempuan,rural,4,0,46,0
4038,1.451,5,Laki-Laki,rural,1,0,37,0
4039,2.100,4,Laki-Laki,rural,1,4,40,0
4040,3.718,4,Perempuan,urban,3,7,38,0
4041,0.214,4,Perempuan,rural,2,2,40,0
4042,2.255,1,Laki-Laki,rural,2,3,40,0
4043,17.489,6,Perempuan,urban,1,3,41,0
4044,13.638,10,Perempuan,rural,6,1,34,1
4045,3.579,1,Perempuan,rural,3,1,37,0
4046,2.709,1,Laki-Laki,rural,1,3,31,0
4047,1.002,5,Laki-Laki,rural,0,2,40,0
4048,1.199,0,Perempuan,urban,1,2,42,0
4049,8.296,8,Laki-Laki,rural,2,0,42,0
4050,2.429,4,Perempuan,rural,4,2,31,1
4051,4.225,6,Laki-Laki,rural,7,0,36,0
4052,5.440,9,Laki-Laki,rural,2,4,33,1
4053,0.256,7,Perempuan,urban,5,2,43,0
4054,5.029,4,Perempuan,rural,2,2,43,0
4055,0.141,3,Perempuan,rural,1,1,42,0
4056,15.682,10,Perempuan,rural,4,1,31,1
4057,0.774,0,Perempuan,rural,5,2,34,0
4058,7.814,8,Perempuan,rural,1,3,27,1
4059,15.140,3,Laki-Laki,rural,1,1,42,0
4060,1.779,2,Perempuan,rural,6,1,44,0
4061,2.079,0,Perempuan,urban,9,1,40,0
4062,0.161,3,Laki-Laki,urban,1,0,36,0
4063,6.163,6,Perempuan,rural,5,1,40,0
4064,20.583,6,Laki-Laki,rural,1,6,36,1
4065,2.672,2,Perempuan,urban,2,0,34,0
4066,0.829,4,Laki-Laki,urban,1,1,35,0
4067,1.763,5,Laki-Laki,urban,2,2,37,0
4068,1.234,4,Perempuan,rural,1,1,40,0
4069,7.121,7,Perempuan,urban,5,0,37,0
4070,2.538,10,Perempuan,urban,4,1,30,1
4071,3.921,5,Perempuan,urban,6,6,43,0
4072,8.850,11,Perempuan,urban,4,2,41,0
4073,0.092,3,Laki-Laki,rural,2,2,40,0
4074,6.659,5,Perempuan,rural,1,2,36,0
4075,16.355,15,Perempuan,rural,5,2,37,1
4076,7.252,3,Perempuan,rural,3,3,48,0
4077,14.837,7,Perempuan,rural,4,3,36,1
4078,0.454,9,Laki-Laki,rural,3,2,38,0
4079,3.965,1,Perempuan,urban,1,1,41,0
4080,2.505,4,Perempuan,rural,0,6,39,0
4081,0.569,0,Perempuan,urban,9,1,39,0
4082,6.267,6,Perempuan,urban,3,3,34,0
4083,4.746,5,Perempuan,rural,5,4,41,0
4084,5.194,3,Perempuan,rural,3,3,35,0
4085,2.677,0,Perempuan,rural,5,0,38,0
4086,6.909,5,Perempuan,rural,2,2,36,0
4087,9.889,2,Laki-Laki,urban,1,4,40,0
4088,3.092,6,Perempuan,urban,3,1,35,0
4089,7.706,6,Laki-Laki,rural,12,2,44,1
4090,0.905,3,Laki-Laki,urban,2,1,38,0
4091,1.342,4,Laki-Laki,urban,2,1,31,0
4092,1.314,0,Perempuan,urban,0,2,30,0
4093,4.041,3,Laki-Laki,rural,2,4,45,0
4094,11.225,5,Laki-Laki,rural,4,0,37,0
4095,10.199,3,Laki-Laki,rural,0,3,41,0
4096,9.652,8,Laki-Laki,rural,0,7,41,1
4097,10.374,7,Laki-Laki,rural,6,2,34,1
4098,10.633,2,Laki-Laki,rural,2,6,38,0
4099,1.508,4,Laki-Laki,rural,0,2,40,0
4100,14.742,5,Laki-Laki,urban,1,2,38,0
4101,18.927,10,Perempuan,rural,6,2,39,1
4102,4.836,1,Laki-Laki,urban,1,1,43,0
4103,4.070,9,Laki-Laki,urban,1,2,34,0
4104,3.049,4,Laki-Laki,urban,0,2,37,0
4105,5.132,5,Perempuan,rural,3,2,39,0
4106,2.222,2,Perempuan,urban,3,2,36,0
4107,14.253,5,Perempuan,rural,2,7,38,1
4108,11.477,5,Laki-Laki,rural,1,10,34,1
4109,4.070,2,Perempuan,rural,1,2,29,0
4110,2.863,4,Laki-Laki,rural,0,1,40,0
4111,2.311,2,Perempuan,urban,0,3,39,0
4112,10.262,3,Perempuan,rural,4,1,33,0
4113,11.559,3,Perempuan,rural,4,0,43,0
4114,0.136,7,Perempuan,urban,3,4,34,0
4115,7.774,0,Laki-Laki,rural,0,0,39,0
4116,5.233,1,Laki-Laki,urban,0,0,25,1
4117,1.627,2,Laki-Laki,rural,2,3,32,0
4118,17.381,7,Laki-Laki,urban,1,0,30,1
4119,2.607,4,Perempuan,urban,3,3,41,0
4120,13.282,10,Laki-Laki,urban,1,1,37,0
4121,0.498,6,Laki-Laki,urban,1,1,31,0
4122,0.631,0,Perempuan,urban,2,4,37,0
4123,2.075,4,Perempuan,rural,4,3,35,0
4124,7.173,5,Perempuan,rural,3,1,33,0
4125,10.129,12,Perempuan,urban,2,2,35,0
4126,1.143,4,Laki-Laki,rural,2,3,35,0
4127,26.033,11,Laki-Laki,rural,1,14,30,1
4128,6.873,6,Laki-Laki,urban,2,0,29,1
4129,3.156,2,Laki-Laki,urban,1,3,44,0
4130,9.875,2,Laki-Laki,rural,1,2,47,0
4131,2.738,3,Laki-Laki,rural,0,0,49,0
4132,4.684,3,Laki-Laki,urban,1,0,37,0
4133,0.294,1,Laki-Laki,rural,2,2,35,0
4134,7.223,4,Perempuan,rural,6,3,32,1
4135,4.625,8,Perempuan,rural,5,1,32,1
4136,21.150,9,Laki-Laki,rural,3,5,43,1
4137,1.524,1,Perempuan,rural,2,2,39,0
4138,0.631,3,Perempuan,rural,1,0,38,0
4139,18.260,12,Perempuan,rural,6,5,39,1
4140,4.474,1,Laki-Laki,rural,2,1,38,0
4141,8.131,12,Laki-Laki,rural,5,2,48,1
4142,1.844,2,Perempuan,rural,6,5,40,0
4143,1.019,7,Laki-Laki,urban,4,3,42,0
4144,13.088,8,Laki-Laki,rural,0,1,37,0
4145,10.053,3,Laki-Laki,rural,4,3,49,0
4146,7.307,3,Perempuan,rural,4,3,27,1
4147,7.345,3,Laki-Laki,rural,0,1,41,0
4148,0.535,1,Perempuan,rural,2,1,43,0
4149,7.213,4,Laki-Laki,urban,1,1,43,0
4150,0.140,4,Laki-Laki,rural,1,2,43,0
4151,1.301,2,Perempuan,rural,4,3,40,0
4152,0.645,0,Laki-Laki,rural,2,2,45,0
4153,0.706,1,Perempuan,rural,4,2,37,0
4154,4.312,7,Perempuan,rural,4,1,35,0
4155,0.694,4,Perempuan,urban,3,1,34,0
4156,2.056,4,Perempuan,urban,3,1,32,0
4157,22.654,6,Laki-Laki,urban,1,1,40,0
4158,7.075,1,Perempuan,rural,7,7,25,1
4159,0.393,0,Laki-Laki,rural,0,0,41,0
4160,21.388,14,Perempuan,rural,3,2,31,1
4161,3.640,2,Perempuan,urban,1,0,35,0
4162,1.144,3,Perempuan,rural,3,1,27,1
4163,1.585,4,Laki-Laki,rural,1,1,42,0
4164,0.412,4,Perempuan,urban,2,2,37,0
4165,6.138,9,Laki-Laki,urban,3,2,37,0
4166,1.905,5,Laki-Laki,rural,0,3,36,0
4167,15.921,12,Perempuan,rural,4,2,36,1
4168,22.561,9,Perempuan,rural,2,1,46,0
4169,2.361,1,Laki-Laki,rural,1,2,39,0
4170,3.961,3,Laki-Laki,urban,2,5,33,1
4171,6.759,6,Laki-Laki,rural,1,0,36,0
4172,9.230,4,Laki-Laki,urban,2,1,37,0
4173,1.072,2,Laki-Laki,rural,0,4,39,0
