Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Property,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
1,account >= 200,10,critical account,car-new,781,no savings,employed >= 7 years,4,male-single,none,4,no property,63,none,for free,2,skilled employee,1,yes,yes
1,account < 0 ,12,critical account,car-new,2121,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,building society,30,none,own,2,skilled employee,1,none,yes
1,no cheking account,12,critical account,education,701,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,car or other,32,none,own,2,skilled employee,1,none,yes
1,no cheking account,10,critical account,funiture,2069,500 <= savings < 1000,1 <= employed < 4 years,2,male-married,none,1,car or other,26,none,own,2,skilled employee,1,none,no
1,no cheking account,24,existing credits,car-new,1525,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,3,car or other,34,none,own,1,skilled employee,2,yes,yes
1,no cheking account,48,critical account,business,7629,no savings,employed >= 7 years,4,male-divorced,none,2,car or other,46,bank,own,2,high qualified employee,2,none,yes
0,account < 0 ,12,critical account,car-new,3499,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,co-applicant,2,real estate,29,none,own,2,skilled employee,1,none,yes
1,no cheking account,6,existing credits,radio/TV,1346,no savings,employed >= 7 years,2,male-single,none,4,no property,42,bank,for free,1,skilled employee,2,yes,yes
1,no cheking account,36,critical account,car-used,10477,no savings,employed >= 7 years,2,male-single,none,4,no property,42,none,for free,2,skilled employee,1,none,yes
1,account < 0 ,24,existing credits,car-used,2924,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,guarantor,4,no property,63,bank,own,1,skilled employee,2,yes,yes
1,no cheking account,10,critical account,car-new,1231,no savings,employed >= 7 years,3,male-single,none,4,real estate,32,none,own,2,unskilled-resident,2,none,no
1,account >= 200,18,existing credits,car-new,1961,no savings,employed >= 7 years,3,female-divorced/married,none,2,car or other,23,none,own,1,high qualified employee,1,none,yes
1,no cheking account,15,critical account,car-new,5045,no savings,employed >= 7 years,1,female-divorced/married,none,4,car or other,59,none,own,1,skilled employee,1,yes,yes
1,no cheking account,12,critical account,car-new,1255,no savings,employed >= 7 years,4,male-single,none,4,real estate,61,none,own,2,unskilled-resident,1,none,yes
1,account < 0 ,12,existing credits,funiture,1858,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,1,car or other,22,none,rent,1,skilled employee,1,none,yes
1,no cheking account,6,critical account,funiture,1221,500 <= savings < 1000,1 <= employed < 4 years,1,male-married,none,2,building society,27,none,own,2,skilled employee,1,none,yes
1,no cheking account,9,existing credits,funiture,1388,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,2,real estate,26,none,rent,1,skilled employee,1,none,yes
1,no cheking account,12,existing credits,radio/TV,2279,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,no property,37,none,for free,1,skilled employee,1,yes,yes
1,no cheking account,12,no credits taken,funiture,2759,no savings,employed >= 7 years,2,male-single,none,4,building society,34,none,own,2,skilled employee,1,none,yes
1,account >= 200,24,existing credits,radio/TV,1258,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,none,3,car or other,57,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,12,no credits taken,retraining,1410,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,real estate,31,none,own,1,unskilled-resident,1,yes,yes
1,account < 0 ,15,existing credits,car-new,1403,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,4,car or other,28,none,rent,1,skilled employee,1,none,yes
1,account < 0 ,24,existing credits,funiture,3021,500 <= savings < 1000,1 <= employed < 4 years,2,male-divorced,none,2,real estate,24,none,rent,1,unskilled-resident,1,none,yes
1,account < 0 ,24,existing credits,business,6568,500 <= savings < 1000,1 <= employed < 4 years,2,male-married,none,2,car or other,21,stores,own,1,unskilled-resident,1,none,yes
1,no cheking account,24,critical account,radio/TV,2578,no savings,employed >= 7 years,2,male-single,none,2,car or other,34,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,24,critical account,car-used,7758,no savings,employed >= 7 years,2,female-divorced/married,none,4,no property,29,none,rent,1,skilled employee,1,none,yes
1,account < 0 ,6,existing credits,domestic appliances,343,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,1,real estate,27,none,own,1,skilled employee,1,none,yes
1,no cheking account,21,delay paying in past,funiture,1591,savings >= 1000,4 <= employed < 7 years,4,male-single,none,3,real estate,34,none,own,2,high qualified employee,1,none,yes
1,account < 0 ,27,existing credits,radio/TV,3416,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,2,car or other,27,none,own,1,high qualified employee,1,none,yes
0,account < 0 ,12,no credits taken,repairs,1108,savings >= 1000,4 <= employed < 7 years,4,male-single,none,3,real estate,28,none,own,2,skilled employee,1,none,yes
1,0 <= account < 200,27,delay paying in past,car-used,5965,no savings,employed >= 7 years,1,male-single,none,2,car or other,30,none,own,2,high qualified employee,1,yes,yes
1,0 <= account < 200,15,existing credits,repairs,1514,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,guarantor,2,real estate,22,none,own,1,skilled employee,1,none,yes
1,no cheking account,30,critical account,radio/TV,6742,savings >= 1000,4 <= employed < 7 years,2,male-single,none,3,building society,36,none,own,2,skilled employee,1,none,yes
1,account < 0 ,18,existing credits,funiture,3650,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,4,car or other,22,none,rent,1,skilled employee,1,none,yes
1,account < 0 ,21,existing credits,funiture,3599,savings >= 1000,4 <= employed < 7 years,1,female-divorced/married,none,4,car or other,26,none,rent,1,unskilled-resident,1,none,yes
1,no cheking account,60,critical account,car-new,13756,no savings,employed >= 7 years,2,male-single,none,4,no property,63,bank,for free,1,high qualified employee,1,yes,yes
1,0 <= account < 200,9,existing credits,car-new,276,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,4,real estate,22,none,rent,1,unskilled-resident,1,none,yes
1,no cheking account,42,critical account,funiture,4041,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,real estate,36,none,own,2,skilled employee,1,yes,yes
1,0 <= account < 200,9,existing credits,radio/TV,458,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,3,real estate,24,none,own,1,skilled employee,1,none,yes
0,0 <= account < 200,9,existing credits,funiture,918,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,1,building society,30,none,own,1,skilled employee,1,none,yes
1,no cheking account,24,existing credits,car-new,7393,500 <= savings < 1000,1 <= employed < 4 years,1,male-single,none,4,building society,43,none,own,1,unskilled-resident,2,none,yes
1,account >= 200,10,existing credits,domestic appliances,1225,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,car or other,37,none,own,1,skilled employee,1,yes,yes
1,account < 0 ,24,existing credits,car-used,2812,no savings,employed >= 7 years,2,female-divorced/married,none,4,real estate,26,none,rent,1,skilled employee,1,none,yes
1,no cheking account,15,existing credits,car-used,3029,savings >= 1000,4 <= employed < 7 years,2,male-single,none,2,car or other,33,none,own,1,skilled employee,1,none,yes
1,account >= 200,12,critical account,car-new,1480,savings < 100,unemployed,2,male-single,none,4,no property,66,bank,for free,3,unemployed,1,none,yes
1,account >= 200,6,critical account,education,1047,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,4,building society,50,none,own,1,unskilled-resident,1,none,yes
1,no cheking account,15,critical account,radio/TV,1471,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,no property,35,none,for free,2,skilled employee,1,yes,yes
1,no cheking account,24,existing credits,funiture,5511,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,1,car or other,25,stores,own,1,skilled employee,1,none,yes
1,0 <= account < 200,9,existing credits,radio/TV,1206,no savings,employed >= 7 years,4,female-divorced/married,none,4,real estate,25,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,24,delay paying in past,radio/TV,6403,100 <= savings < 500,employed < 1 year,1,male-single,none,2,car or other,33,none,own,1,skilled employee,1,none,yes
1,no cheking account,12,existing credits,radio/TV,707,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,real estate,30,bank,own,2,skilled employee,1,none,yes
1,no cheking account,12,delay paying in past,car-used,1503,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,4,real estate,41,none,rent,1,skilled employee,1,none,yes
1,0 <= account < 200,12,existing credits,car-new,6078,savings >= 1000,4 <= employed < 7 years,2,male-single,none,2,car or other,32,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,27,existing credits,business,2528,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,1,building society,32,none,own,1,skilled employee,2,yes,yes
1,0 <= account < 200,12,existing credits,business,1037,savings >= 1000,4 <= employed < 7 years,3,male-single,none,4,real estate,39,none,own,1,unskilled-resident,1,none,yes
1,account < 0 ,6,existing credits,car-used,1352,savings < 100,unemployed,1,female-divorced/married,none,2,building society,23,none,rent,1,unemployed,1,yes,yes
1,no cheking account,24,existing credits,radio/TV,3181,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,4,building society,26,none,own,1,skilled employee,1,yes,yes
1,no cheking account,18,existing credits,radio/TV,4594,100 <= savings < 500,employed < 1 year,3,male-single,none,2,car or other,32,none,own,1,skilled employee,1,yes,yes
1,0 <= account < 200,48,existing credits,others,5381,savings < 100,unemployed,3,male-single,none,4,no property,40,bank,for free,1,unemployed,1,yes,yes
1,no cheking account,15,existing credits,car-used,4657,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,2,car or other,30,none,own,1,skilled employee,1,yes,yes
1,0 <= account < 200,9,existing credits,business,1391,500 <= savings < 1000,1 <= employed < 4 years,2,male-married,none,1,real estate,27,bank,own,1,skilled employee,1,yes,yes
1,0 <= account < 200,18,existing credits,business,1913,100 <= savings < 500,employed < 1 year,3,male-married,none,3,real estate,36,bank,own,1,skilled employee,1,yes,yes
1,no cheking account,42,existing credits,radio/TV,7166,savings >= 1000,4 <= employed < 7 years,2,male-married,none,4,building society,29,none,rent,1,skilled employee,1,yes,yes
1,no cheking account,13,existing credits,radio/TV,1409,savings < 100,unemployed,2,female-divorced/married,none,4,real estate,64,none,own,1,skilled employee,1,none,yes
1,no cheking account,24,delay paying in past,business,2978,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,real estate,32,none,own,2,skilled employee,2,yes,yes
1,no cheking account,12,critical account,radio/TV,976,no savings,employed >= 7 years,4,male-single,none,4,car or other,35,none,own,2,skilled employee,1,none,yes
1,no cheking account,24,delay paying in past,business,2375,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,car or other,44,none,own,2,skilled employee,2,yes,yes
1,no cheking account,12,critical account,radio/TV,522,no savings,employed >= 7 years,4,male-single,none,4,building society,42,none,own,2,skilled employee,2,yes,yes
1,no cheking account,28,critical account,radio/TV,2743,no savings,employed >= 7 years,4,male-single,none,2,car or other,29,none,own,2,skilled employee,1,none,yes
1,no cheking account,11,critical account,radio/TV,1154,savings < 100,unemployed,4,female-divorced/married,none,4,real estate,57,none,own,3,unskilled-resident,1,none,yes
1,no cheking account,24,critical account,car-used,5804,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,real estate,27,none,own,2,skilled employee,1,none,yes
1,no cheking account,18,critical account,radio/TV,1169,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,3,building society,29,none,own,2,skilled employee,1,yes,yes
1,account < 0 ,15,critical account,funiture,1478,no savings,employed >= 7 years,4,male-single,none,4,car or other,44,none,own,2,skilled employee,2,yes,yes
1,no cheking account,12,existing credits,radio/TV,776,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,2,real estate,28,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,11,critical account,car-new,1322,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,4,car or other,40,none,own,2,skilled employee,1,none,yes
1,0 <= account < 200,16,critical account,car-new,1175,savings < 100,unemployed,2,male-single,none,3,car or other,68,none,for free,3,unemployed,1,yes,yes
1,no cheking account,12,existing credits,car-new,2133,no savings,employed >= 7 years,4,female-divorced/married,none,4,no property,52,none,for free,1,high qualified employee,1,yes,yes
1,no cheking account,15,critical account,radio/TV,1829,no savings,employed >= 7 years,4,male-single,none,4,car or other,46,none,own,2,skilled employee,1,yes,yes
1,no cheking account,12,critical account,radio/TV,717,no savings,employed >= 7 years,4,male-single,none,4,real estate,52,none,own,3,skilled employee,1,none,yes
1,0 <= account < 200,39,delay paying in past,education,11760,savings >= 1000,4 <= employed < 7 years,2,male-single,none,3,no property,32,none,rent,1,skilled employee,1,yes,yes
0,0 <= account < 200,9,critical account,education,1501,no savings,employed >= 7 years,2,female-divorced/married,none,3,car or other,34,none,own,2,high qualified employee,1,yes,yes
1,account < 0 ,12,existing credits,education,1200,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,4,building society,23,bank,rent,1,skilled employee,1,yes,yes
1,0 <= account < 200,9,existing credits,car-new,3195,500 <= savings < 1000,1 <= employed < 4 years,1,female-divorced/married,none,2,real estate,33,none,own,1,unskilled-resident,1,none,yes
1,no cheking account,30,critical account,radio/TV,4530,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,4,car or other,26,none,rent,1,high qualified employee,1,yes,yes
0,no cheking account,12,delay paying in past,repairs,1555,no savings,employed >= 7 years,4,male-single,none,4,no property,55,none,for free,2,skilled employee,2,none,yes
1,0 <= account < 200,15,critical account,business,2326,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,4,car or other,27,bank,own,1,skilled employee,1,none,yes
1,0 <= account < 200,18,critical account,business,1887,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,4,real estate,28,bank,own,2,skilled employee,1,none,yes
1,no cheking account,12,critical account,business,1264,no savings,employed >= 7 years,4,male-single,none,4,no property,57,none,rent,1,unskilled-resident,1,none,yes
1,no cheking account,7,delay paying in past,radio/TV,846,no savings,employed >= 7 years,3,male-single,none,4,no property,36,none,for free,1,skilled employee,1,none,yes
1,no cheking account,15,critical account,education,1532,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,3,car or other,31,none,own,1,skilled employee,1,none,yes
1,no cheking account,6,delay paying in past,radio/TV,935,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,none,2,real estate,24,none,own,1,skilled employee,1,none,yes
1,account < 0 ,27,critical account,business,2442,no savings,employed >= 7 years,4,male-single,none,4,car or other,43,stores,own,4,high qualified employee,2,yes,yes
1,0 <= account < 200,18,critical account,business,3590,savings < 100,unemployed,3,male-married,none,3,car or other,40,none,own,3,unemployed,2,yes,yes
1,no cheking account,21,critical account,funiture,2288,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,4,building society,23,none,own,1,skilled employee,1,yes,yes
1,no cheking account,27,delay paying in past,business,5117,savings >= 1000,4 <= employed < 7 years,3,male-single,none,4,car or other,26,none,own,2,skilled employee,1,none,yes
1,account < 0 ,39,critical account,funiture,14179,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,building society,30,none,own,2,high qualified employee,1,yes,yes
1,no cheking account,15,existing credits,radio/TV,1386,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,2,real estate,40,none,rent,1,skilled employee,1,yes,yes
1,no cheking account,12,critical account,radio/TV,618,no savings,employed >= 7 years,4,male-single,none,4,real estate,56,none,own,1,skilled employee,1,none,yes
1,no cheking account,12,existing credits,funiture,1574,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,real estate,50,none,own,1,skilled employee,1,none,yes
1,no cheking account,6,critical account,radio/TV,700,no savings,employed >= 7 years,4,male-single,none,4,no property,36,none,for free,2,skilled employee,1,none,yes
1,no cheking account,12,existing credits,radio/TV,886,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,2,car or other,21,none,own,1,skilled employee,1,none,yes
1,no cheking account,36,existing credits,car-used,4686,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,no property,32,none,for free,1,high qualified employee,1,yes,yes
1,0 <= account < 200,9,existing credits,radio/TV,790,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,3,real estate,66,none,own,1,unskilled-resident,1,none,yes
0,0 <= account < 200,12,existing credits,radio/TV,766,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,3,real estate,66,none,own,1,unskilled-resident,1,none,yes
1,account < 0 ,20,existing credits,funiture,2212,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,car or other,39,none,own,1,skilled employee,1,yes,yes
1,0 <= account < 200,10,existing credits,car-new,7308,savings < 100,unemployed,2,male-single,none,4,no property,70,bank,for free,1,high qualified employee,1,yes,yes
1,0 <= account < 200,24,critical account,education,5743,100 <= savings < 500,employed < 1 year,2,female-divorced/married,none,4,no property,24,none,for free,2,skilled employee,1,yes,yes
1,account < 0 ,14,existing credits,car-new,3973,savings < 100,unemployed,1,male-single,none,4,no property,22,none,for free,1,skilled employee,1,none,yes
1,0 <= account < 200,60,delay paying in past,radio/TV,7418,500 <= savings < 1000,1 <= employed < 4 years,1,male-single,none,1,real estate,27,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,20,delay paying in past,others,2629,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,3,car or other,29,bank,own,2,skilled employee,1,yes,yes
1,0 <= account < 200,18,existing credits,business,1941,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,building society,35,none,own,1,unskilled-resident,1,yes,yes
1,0 <= account < 200,24,delay paying in past,funiture,2333,100 <= savings < 500,employed < 1 year,4,male-single,none,2,building society,29,bank,own,1,unskilled-resident,1,none,yes
1,no cheking account,12,existing credits,car-used,2445,100 <= savings < 500,employed < 1 year,2,male-married,none,4,car or other,26,none,rent,1,skilled employee,1,yes,yes
1,0 <= account < 200,20,existing credits,car-used,6468,savings < 100,unemployed,1,male-divorced,none,4,real estate,60,none,own,1,high qualified employee,1,yes,yes
1,0 <= account < 200,18,critical account,funiture,7374,savings < 100,unemployed,4,male-single,none,4,building society,40,stores,own,2,high qualified employee,1,yes,yes
1,no cheking account,15,existing credits,car-used,3812,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,4,car or other,23,none,own,1,skilled employee,1,yes,yes
0,account < 0 ,28,existing credits,car-new,4006,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,2,car or other,45,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,12,existing credits,car-new,7472,savings < 100,unemployed,1,female-divorced/married,none,2,real estate,24,none,rent,1,unemployed,1,none,yes
1,account >= 200,12,existing credits,funiture,1424,no savings,employed >= 7 years,3,female-divorced/married,none,4,real estate,55,none,own,1,high qualified employee,1,yes,yes
1,0 <= account < 200,12,existing credits,car-used,2028,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,car or other,30,none,own,1,skilled employee,1,none,yes
1,no cheking account,15,existing credits,car-new,5324,no savings,employed >= 7 years,1,female-divorced/married,none,4,no property,35,none,for free,1,skilled employee,1,none,yes
1,0 <= account < 200,36,existing credits,radio/TV,2323,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,car or other,24,none,rent,1,skilled employee,1,none,yes
1,no cheking account,12,existing credits,education,1393,no savings,employed >= 7 years,4,male-single,none,4,building society,47,bank,own,3,skilled employee,2,yes,yes
1,no cheking account,18,existing credits,funiture,1984,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,no property,47,bank,for free,2,skilled employee,1,none,yes
1,no cheking account,24,existing credits,radio/TV,999,no savings,employed >= 7 years,4,male-single,none,2,car or other,25,none,own,2,skilled employee,1,none,yes
1,no cheking account,36,existing credits,business,7409,no savings,employed >= 7 years,3,male-single,none,2,building society,37,none,own,2,skilled employee,1,none,yes
1,no cheking account,15,existing credits,funiture,2186,savings >= 1000,4 <= employed < 7 years,1,female-divorced/married,none,4,real estate,33,bank,rent,1,unskilled-resident,1,none,yes
1,account >= 200,36,existing credits,radio/TV,4473,no savings,employed >= 7 years,4,male-single,none,2,car or other,31,none,own,1,skilled employee,1,none,yes
1,no cheking account,24,existing credits,retraining,937,100 <= savings < 500,employed < 1 year,4,male-married,none,3,car or other,27,none,own,2,unskilled-resident,1,none,yes
1,no cheking account,18,existing credits,funiture,3422,no savings,employed >= 7 years,4,male-single,none,4,building society,47,bank,own,3,skilled employee,2,yes,yes
1,no cheking account,24,existing credits,radio/TV,3105,100 <= savings < 500,employed < 1 year,4,male-single,none,2,car or other,25,none,own,2,skilled employee,1,none,yes
1,no cheking account,12,critical account,education,2748,no savings,employed >= 7 years,2,female-divorced/married,none,4,no property,57,bank,for free,3,unskilled-resident,1,none,yes
1,0 <= account < 200,18,existing credits,repairs,3872,savings < 100,unemployed,2,female-divorced/married,none,4,car or other,67,none,own,1,skilled employee,1,yes,yes
1,no cheking account,27,existing credits,repairs,5190,no savings,employed >= 7 years,4,male-single,none,4,building society,48,none,own,4,skilled employee,2,yes,yes
1,0 <= account < 200,18,existing credits,funiture,3001,savings >= 1000,4 <= employed < 7 years,2,female-divorced/married,none,4,real estate,40,none,rent,1,skilled employee,1,none,yes
1,no cheking account,24,delay paying in past,business,3863,500 <= savings < 1000,1 <= employed < 4 years,1,male-single,none,2,no property,32,none,for free,1,skilled employee,1,none,yes
1,no cheking account,12,critical account,funiture,5801,no savings,employed >= 7 years,2,male-single,none,4,building society,49,none,rent,1,skilled employee,1,yes,no
1,no cheking account,12,critical account,funiture,1592,savings >= 1000,4 <= employed < 7 years,3,female-divorced/married,none,2,building society,35,none,own,1,skilled employee,1,none,yes
1,no cheking account,12,critical account,business,1185,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,none,2,real estate,27,none,own,2,skilled employee,1,none,yes
1,no cheking account,18,critical account,funiture,3780,100 <= savings < 500,employed < 1 year,3,male-divorced,none,2,car or other,35,none,own,2,high qualified employee,1,yes,yes
1,0 <= account < 200,18,critical account,funiture,3612,no savings,employed >= 7 years,3,female-divorced/married,none,4,building society,37,none,own,1,skilled employee,1,yes,no
1,no cheking account,12,existing credits,business,1076,500 <= savings < 1000,1 <= employed < 4 years,2,male-married,none,2,real estate,26,none,own,1,skilled employee,1,yes,yes
1,no cheking account,12,existing credits,car-new,3527,100 <= savings < 500,employed < 1 year,2,male-single,none,3,building society,45,none,own,1,high qualified employee,2,yes,yes
1,no cheking account,18,existing credits,radio/TV,2051,100 <= savings < 500,employed < 1 year,4,male-single,none,1,real estate,33,none,own,1,skilled employee,1,none,yes
1,no cheking account,12,critical account,funiture,3331,no savings,employed >= 7 years,2,male-single,none,4,building society,42,stores,own,1,skilled employee,1,none,yes
1,account < 0 ,18,no credits taken,business,3104,savings >= 1000,4 <= employed < 7 years,3,male-single,none,1,building society,31,bank,own,1,skilled employee,1,yes,yes
1,no cheking account,24,critical account,radio/TV,2611,no savings,employed >= 7 years,4,male-married,co-applicant,3,real estate,46,none,own,2,skilled employee,1,none,yes
1,account < 0 ,12,critical account,car-used,1409,no savings,employed >= 7 years,4,male-single,none,3,real estate,54,none,own,1,skilled employee,1,none,yes
1,no cheking account,24,existing credits,radio/TV,1311,savings >= 1000,4 <= employed < 7 years,4,male-married,none,3,building society,26,none,own,1,skilled employee,1,yes,yes
1,no cheking account,6,existing credits,radio/TV,2108,savings >= 1000,4 <= employed < 7 years,2,male-married,none,2,real estate,29,none,rent,1,skilled employee,1,none,yes
1,no cheking account,24,critical account,car-used,4042,savings >= 1000,4 <= employed < 7 years,3,male-single,none,4,building society,43,none,own,2,skilled employee,1,yes,yes
1,no cheking account,12,critical account,car-new,926,savings < 100,unemployed,1,female-divorced/married,none,2,building society,38,none,own,1,unemployed,1,none,yes
1,account < 0 ,12,existing credits,radio/TV,1680,no savings,employed >= 7 years,3,male-married,none,1,real estate,35,none,own,1,skilled employee,1,none,yes
1,no cheking account,24,existing credits,car-new,1249,100 <= savings < 500,employed < 1 year,4,male-married,none,2,real estate,28,none,own,1,skilled employee,1,none,yes
1,no cheking account,24,critical account,car-new,2463,savings >= 1000,4 <= employed < 7 years,4,male-married,none,3,building society,27,none,own,2,skilled employee,1,yes,yes
1,no cheking account,6,existing credits,radio/TV,1595,savings >= 1000,4 <= employed < 7 years,3,male-single,none,2,building society,51,none,own,1,skilled employee,2,none,yes
1,no cheking account,24,critical account,repairs,2058,500 <= savings < 1000,1 <= employed < 4 years,4,male-divorced,none,2,real estate,33,none,own,2,skilled employee,1,yes,yes
1,no cheking account,24,existing credits,car-used,7814,savings >= 1000,4 <= employed < 7 years,3,male-single,none,3,car or other,38,none,own,1,high qualified employee,1,yes,yes
1,no cheking account,6,critical account,radio/TV,1740,no savings,employed >= 7 years,2,male-married,none,2,real estate,30,none,rent,2,skilled employee,1,none,yes
1,no cheking account,12,critical account,radio/TV,1240,no savings,employed >= 7 years,4,female-divorced/married,none,2,real estate,38,none,own,2,skilled employee,1,yes,yes
1,no cheking account,24,critical account,car-used,6842,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,4,building society,46,none,own,2,high qualified employee,2,yes,yes
1,no cheking account,24,critical account,funiture,5150,no savings,employed >= 7 years,4,male-single,none,4,car or other,33,none,own,1,skilled employee,1,yes,yes
1,account < 0 ,6,existing credits,car-new,1203,no savings,employed >= 7 years,3,male-single,none,2,building society,43,none,own,1,skilled employee,1,yes,yes
1,no cheking account,6,critical account,car-new,2080,500 <= savings < 1000,1 <= employed < 4 years,1,male-married,none,2,car or other,24,none,own,1,skilled employee,1,none,yes
1,no cheking account,6,existing credits,education,1538,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,2,no property,56,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,24,critical account,car-new,3878,100 <= savings < 500,employed < 1 year,4,male-divorced,none,2,car or other,37,none,own,1,skilled employee,1,yes,yes
1,0 <= account < 200,30,existing credits,funiture,3832,100 <= savings < 500,employed < 1 year,2,male-married,none,1,building society,22,none,own,1,skilled employee,1,none,yes
1,no cheking account,15,existing credits,car-new,3186,savings >= 1000,4 <= employed < 7 years,2,female-divorced/married,none,3,car or other,20,none,rent,1,skilled employee,1,none,yes
1,0 <= account < 200,24,existing credits,radio/TV,2896,100 <= savings < 500,employed < 1 year,2,male-single,none,1,car or other,29,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,24,delay paying in past,business,6967,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,car or other,36,none,rent,1,high qualified employee,1,yes,yes
0,no cheking account,36,existing credits,education,1819,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,no property,37,stores,for free,1,skilled employee,1,yes,yes
0,no cheking account,24,existing credits,radio/TV,5943,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,1,car or other,44,none,own,2,skilled employee,1,yes,yes
0,no cheking account,36,critical account,funiture,7127,100 <= savings < 500,employed < 1 year,2,female-divorced/married,none,4,building society,23,none,rent,2,skilled employee,1,yes,yes
0,no cheking account,36,existing credits,funiture,3349,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,2,car or other,28,none,own,1,high qualified employee,1,yes,yes
0,no cheking account,36,existing credits,funiture,10974,savings < 100,unemployed,4,female-divorced/married,none,2,car or other,26,none,own,2,high qualified employee,1,yes,yes
1,no cheking account,6,existing credits,radio/TV,518,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,none,1,real estate,29,none,own,1,skilled employee,1,none,yes
1,no cheking account,18,existing credits,radio/TV,1126,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,2,real estate,21,none,rent,1,skilled employee,1,yes,yes
