No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia
10737,0.903,1,Perempuan,urban,1,2,23
10738,6.013,7,Laki-Laki,urban,5,5,44
10739,0.989,4,Perempuan,urban,2,0,47
10740,1.682,3,Perempuan,urban,1,2,45
10741,0.311,1,Perempuan,rural,4,2,37
10742,3.175,3,Perempuan,urban,5,3,39
10743,9.134,4,Laki-Laki,rural,2,4,37
10744,1.215,2,Perempuan,rural,4,3,51
10745,0.072,0,Laki-Laki,urban,3,7,40
10746,1.668,3,Laki-Laki,urban,1,1,28
10747,2.121,8,Perempuan,rural,4,6,35
10748,2.186,1,Laki-Laki,rural,1,0,39
10749,0.001,1,Laki-Laki,rural,1,2,41
10750,5.065,6,Perempuan,rural,2,2,45
10751,4.756,6,Laki-Laki,rural,1,5,35
10752,3.146,1,Perempuan,rural,1,2,37
10753,6.732,2,Perempuan,rural,4,3,51
10754,5.601,1,Perempuan,rural,2,2,36
10755,6.486,7,Perempuan,urban,5,4,40
10756,5.648,4,Perempuan,rural,7,0,34
10757,1.660,2,Perempuan,rural,2,2,39
10758,3.913,5,Perempuan,rural,1,1,37
10759,1.761,4,Laki-Laki,rural,2,0,41
10760,0.280,10,Perempuan,rural,1,1,33
10761,7.622,5,Laki-Laki,urban,0,2,34
10762,1.535,0,Laki-Laki,rural,0,2,38
10763,0.560,5,Laki-Laki,rural,0,1,47
10764,4.605,4,Perempuan,urban,4,0,37
10765,3.557,6,Laki-Laki,urban,8,2,26
10766,2.209,4,Perempuan,urban,0,1,35
10767,8.954,4,Perempuan,rural,0,1,43
10768,10.495,4,Laki-Laki,rural,0,4,47
10769,1.113,7,Laki-Laki,rural,1,2,33
10770,4.027,2,Perempuan,urban,3,7,40
10771,0.375,3,Perempuan,rural,1,1,34
10772,12.310,4,Perempuan,urban,2,6,31
10773,11.382,2,Perempuan,rural,3,1,40
10774,0.240,3,Perempuan,rural,1,4,31
10775,14.854,6,Perempuan,rural,7,5,32
10776,0.475,5,Laki-Laki,rural,1,3,32
10777,0.121,5,Laki-Laki,rural,7,2,42
10778,3.880,6,Laki-Laki,urban,7,0,45
10779,2.740,6,Laki-Laki,rural,1,0,41
10780,3.118,1,Laki-Laki,urban,0,2,35
10781,22.759,10,Laki-Laki,rural,1,2,43
10782,1.006,4,Perempuan,urban,2,2,39
10783,5.659,2,Laki-Laki,urban,1,1,34
10784,2.781,4,Perempuan,rural,0,5,38
10785,5.434,1,Perempuan,rural,4,2,43
10786,0.205,3,Perempuan,rural,6,2,49
10787,3.098,2,Laki-Laki,rural,1,2,43
10788,1.410,5,Perempuan,rural,2,1,36
10789,1.435,9,Laki-Laki,rural,1,2,36
10790,3.671,4,Perempuan,urban,2,1,45
10791,2.451,0,Perempuan,rural,1,1,41
10792,5.266,5,Perempuan,urban,6,3,38
10793,4.760,9,Perempuan,rural,10,3,35
10794,0.318,0,Perempuan,rural,1,3,39
10795,7.502,9,Perempuan,urban,1,1,40
10796,6.441,2,Perempuan,rural,2,7,37
10797,3.971,2,Laki-Laki,rural,0,3,26
10798,8.975,5,Perempuan,rural,3,2,34
10799,18.827,19,Perempuan,rural,7,3,40
10800,12.722,3,Perempuan,rural,3,11,41
10801,1.299,5,Perempuan,urban,1,2,35
10802,20.401,13,Laki-Laki,rural,6,0,35
10803,0.683,4,Perempuan,rural,2,3,32
10804,0.162,1,Laki-Laki,rural,3,4,33
10805,2.871,4,Laki-Laki,urban,2,7,40
10806,6.536,3,Perempuan,urban,0,3,34
10807,2.593,1,Laki-Laki,rural,1,1,35
10808,14.231,4,Laki-Laki,urban,1,0,42
10809,2.890,0,Perempuan,rural,5,3,34
10810,5.076,6,Perempuan,rural,3,2,41
10811,0.649,4,Laki-Laki,rural,0,2,26
10812,64.534,21,Laki-Laki,rural,3,6,32
10813,0.013,1,Perempuan,rural,3,0,42
10814,4.840,6,Laki-Laki,urban,8,1,38
10815,2.888,3,Laki-Laki,rural,1,2,38
10816,2.846,6,Laki-Laki,urban,3,3,34
10817,3.408,3,Laki-Laki,urban,4,2,36
10818,3.493,1,Perempuan,urban,2,4,27
10819,1.219,0,Perempuan,urban,1,0,38
10820,17.488,4,Laki-Laki,rural,1,2,36
10821,10.285,3,Perempuan,urban,1,7,35
10822,0.924,1,Perempuan,rural,3,1,46
10823,1.489,0,Laki-Laki,urban,1,0,47
10824,3.569,0,Laki-Laki,rural,1,2,42
10825,3.571,1,Perempuan,urban,0,2,29
10826,3.358,1,Perempuan,rural,4,2,45
10827,0.339,4,Perempuan,urban,0,1,38
10828,5.008,3,Perempuan,rural,6,6,36
10829,0.900,9,Laki-Laki,rural,6,1,26
10830,3.104,1,Laki-Laki,urban,1,1,37
10831,9.144,7,Perempuan,rural,3,2,31
10832,1.048,4,Perempuan,rural,0,4,35
10833,2.011,1,Perempuan,urban,2,1,46
10834,0.331,1,Laki-Laki,urban,0,1,31
10835,4.992,0,Perempuan,rural,5,1,30
10836,16.792,4,Perempuan,rural,5,4,41
10837,0.179,1,Perempuan,rural,3,2,35
10838,2.122,2,Perempuan,urban,4,0,42
10839,52.072,9,Laki-Laki,rural,2,4,43
10840,2.046,0,Perempuan,rural,3,1,41
10841,2.579,3,Perempuan,urban,0,1,38
10842,0.335,0,Perempuan,rural,4,2,40
10843,7.980,2,Perempuan,rural,2,2,37
10844,2.225,7,Perempuan,rural,5,4,33
10845,17.998,5,Perempuan,urban,3,2,39
10846,3.325,5,Perempuan,rural,4,2,36
10847,2.612,6,Perempuan,urban,4,0,42
10848,2.152,9,Perempuan,rural,2,2,37
10849,4.880,3,Laki-Laki,urban,0,1,44
10850,5.650,4,Laki-Laki,rural,2,1,46
10851,13.714,11,Perempuan,rural,6,2,45
10852,0.080,5,Perempuan,urban,2,2,36
10853,27.410,12,Laki-Laki,rural,1,2,37
10854,0.301,3,Laki-Laki,rural,0,3,33
10855,5.078,4,Laki-Laki,urban,1,1,41
10856,17.528,4,Perempuan,urban,2,2,38
10857,3.380,2,Laki-Laki,rural,1,0,42
10858,16.946,12,Laki-Laki,rural,2,3,36
10859,14.872,11,Laki-Laki,rural,2,1,25
10860,34.490,14,Perempuan,urban,4,5,43
10861,6.510,2,Perempuan,rural,1,1,43
10862,1.891,6,Perempuan,rural,3,2,37
10863,3.358,1,Perempuan,rural,3,2,34
10864,3.273,8,Laki-Laki,urban,2,1,31
10865,0.512,2,Laki-Laki,urban,1,1,45
10866,6.501,7,Laki-Laki,urban,3,3,41
10867,12.041,7,Perempuan,rural,4,2,38
10868,8.648,8,Perempuan,urban,1,3,32
10869,3.159,4,Laki-Laki,urban,3,5,38
10870,24.861,4,Perempuan,rural,6,7,35
10871,0.349,1,Perempuan,rural,0,2,33
10872,0.422,4,Perempuan,urban,2,1,45
10873,10.368,3,Perempuan,rural,2,4,39
10874,1.646,6,Laki-Laki,urban,0,1,40
10875,3.511,0,Laki-Laki,rural,6,1,39
10876,1.857,2,Perempuan,urban,2,2,29
10877,1.539,4,Laki-Laki,urban,1,1,46
10878,1.938,1,Laki-Laki,rural,2,7,38
10879,7.180,4,Laki-Laki,rural,6,2,36
10880,2.732,2,Laki-Laki,rural,0,2,47
10881,5.393,1,Laki-Laki,rural,2,3,34
10882,5.939,3,Laki-Laki,rural,1,2,43
10883,1.229,1,Perempuan,urban,1,2,38
10884,17.118,5,Laki-Laki,rural,3,0,36
10885,2.203,0,Perempuan,rural,3,3,40
10886,4.394,2,Laki-Laki,rural,0,1,36
10887,1.140,3,Perempuan,rural,4,2,33
10888,27.910,7,Perempuan,rural,3,1,40
10889,3.493,6,Laki-Laki,rural,5,2,36
10890,4.040,3,Perempuan,rural,8,4,28
10891,13.788,8,Laki-Laki,rural,3,1,41
10892,1.704,3,Perempuan,urban,3,2,45
10893,3.350,7,Perempuan,urban,2,0,45
10894,2.975,9,Perempuan,rural,4,5,49
10895,0.539,3,Perempuan,rural,1,1,42
10896,3.270,1,Laki-Laki,rural,2,0,41
10897,1.078,3,Perempuan,rural,3,3,32
10898,2.005,5,Laki-Laki,urban,1,2,47
10899,10.584,2,Perempuan,rural,2,2,45
10900,4.557,3,Perempuan,rural,1,2,36
10901,2.429,3,Perempuan,rural,0,0,39
10902,1.469,5,Perempuan,rural,12,2,41
10903,0.740,4,Laki-Laki,rural,2,2,31
10904,2.551,2,Perempuan,rural,1,0,31
10905,16.351,20,Laki-Laki,rural,4,1,50
10906,28.050,8,Perempuan,rural,0,10,36
10907,3.890,1,Laki-Laki,rural,3,2,39
10908,5.403,4,Perempuan,urban,3,1,43
10909,7.522,8,Perempuan,urban,3,2,44
10910,12.932,14,Perempuan,rural,6,3,44
10911,2.496,3,Laki-Laki,rural,0,1,32
10912,4.447,2,Laki-Laki,urban,2,3,34
10913,1.895,3,Perempuan,rural,8,3,44
10914,31.804,12,Perempuan,urban,1,1,28
10915,13.384,11,Laki-Laki,urban,4,1,39
10916,15.950,13,Perempuan,urban,3,3,44
10917,2.363,4,Laki-Laki,rural,1,1,39
10918,0.102,2,Perempuan,rural,2,3,42
10919,29.765,14,Perempuan,urban,6,1,36
10920,6.928,4,Laki-Laki,rural,1,2,38
10921,6.647,8,Laki-Laki,urban,1,1,40
10922,4.175,7,Perempuan,rural,4,1,38
10923,6.592,6,Laki-Laki,urban,1,1,28
10924,18.459,6,Laki-Laki,rural,2,4,40
10925,6.808,5,Laki-Laki,rural,0,0,43
10926,26.072,8,Laki-Laki,rural,3,13,40
10927,16.138,6,Laki-Laki,rural,1,4,36
10928,3.509,6,Perempuan,rural,4,2,38
10929,7.184,7,Perempuan,rural,2,2,45
10930,9.117,11,Perempuan,rural,7,3,30
10931,0.198,1,Perempuan,rural,0,2,33
10932,1.604,4,Laki-Laki,rural,1,2,43
10933,6.866,6,Perempuan,rural,6,0,38
10934,9.755,5,Perempuan,urban,14,3,34
10935,14.432,6,Perempuan,rural,7,2,42
10936,2.226,5,Laki-Laki,rural,3,2,26
10937,0.080,5,Perempuan,rural,5,0,42
10938,1.024,6,Perempuan,urban,3,0,42
10939,5.829,5,Laki-Laki,urban,1,2,41
10940,4.230,1,Laki-Laki,rural,2,2,41
10941,4.233,4,Perempuan,urban,5,3,40
10942,9.882,3,Laki-Laki,rural,1,0,34
10943,9.950,5,Laki-Laki,urban,4,2,43
10944,1.893,6,Perempuan,urban,5,1,34
10945,9.831,5,Laki-Laki,rural,2,2,43
10946,13.656,21,Perempuan,rural,3,2,40
10947,0.996,0,Laki-Laki,urban,1,2,38
10948,0.255,1,Laki-Laki,rural,1,4,45
10949,3.179,4,Perempuan,rural,3,3,41
10950,3.067,6,Perempuan,urban,4,1,44
10951,15.913,8,Perempuan,urban,7,2,36
10952,0.348,2,Perempuan,urban,4,2,37
10953,1.085,2,Laki-Laki,urban,3,4,37
10954,0.662,4,Perempuan,urban,10,1,48
10955,4.514,4,Perempuan,urban,1,1,36
10956,8.966,6,Laki-Laki,rural,7,1,38
10957,0.163,2,Perempuan,rural,0,1,48
10958,37.993,11,Perempuan,urban,16,9,43
10959,2.399,5,Laki-Laki,urban,1,0,38
10960,0.036,2,Perempuan,urban,3,0,34
10961,3.294,9,Perempuan,rural,2,2,40
10962,4.978,4,Laki-Laki,rural,1,2,35
10963,4.660,6,Laki-Laki,rural,2,1,35
10964,12.411,8,Laki-Laki,urban,1,3,24
10965,7.445,8,Laki-Laki,urban,2,2,43
10966,15.451,10,Perempuan,urban,8,9,44
10967,0.525,0,Laki-Laki,urban,1,1,43
10968,0.635,7,Perempuan,rural,3,2,34
10969,3.392,0,Perempuan,rural,0,3,35
10970,14.551,6,Laki-Laki,rural,0,3,35
10971,1.556,3,Laki-Laki,rural,2,3,44
10972,2.758,4,Laki-Laki,rural,0,2,33
10973,3.054,0,Laki-Laki,urban,1,2,36
10974,3.945,1,Laki-Laki,urban,2,1,44
10975,1.323,2,Laki-Laki,rural,1,5,42
10976,0.069,1,Perempuan,urban,2,2,39
10977,1.034,3,Perempuan,rural,5,1,43
10978,3.539,7,Perempuan,urban,4,1,43
10979,17.463,11,Laki-Laki,rural,1,1,41
10980,5.948,5,Laki-Laki,rural,3,0,35
10981,4.136,3,Perempuan,rural,3,0,43
10982,3.550,3,Perempuan,rural,5,7,41
10983,0.544,5,Laki-Laki,rural,2,2,37
10984,0.310,6,Perempuan,rural,4,3,39
10985,1.344,4,Laki-Laki,urban,0,0,39
10986,1.827,4,Perempuan,urban,2,0,34
10987,6.920,23,Perempuan,rural,15,2,39
10988,0.728,5,Laki-Laki,urban,1,1,46
10989,21.091,7,Laki-Laki,urban,2,3,32
10990,2.448,4,Laki-Laki,rural,1,1,35
10991,7.136,5,Laki-Laki,rural,3,6,33
10992,1.476,1,Laki-Laki,rural,1,1,31
10993,1.825,1,Perempuan,rural,3,1,33
10994,1.316,2,Perempuan,urban,5,2,33
10995,0.713,2,Laki-Laki,urban,0,3,32
10996,1.369,7,Perempuan,urban,4,2,39
10997,14.971,11,Laki-Laki,rural,5,2,45
10998,1.476,4,Laki-Laki,rural,3,2,44
10999,5.861,5,Perempuan,rural,1,4,38
11000,0.851,2,Perempuan,rural,3,0,39
11001,37.337,10,Laki-Laki,rural,6,4,38
11002,3.513,8,Perempuan,urban,7,0,32
11003,4.614,3,Perempuan,urban,3,1,38
11004,10.531,8,Perempuan,urban,3,2,37
11005,1.970,0,Perempuan,urban,5,0,30
11006,20.492,7,Laki-Laki,urban,1,3,31
11007,2.883,2,Laki-Laki,urban,1,1,43
11008,1.202,4,Laki-Laki,rural,2,2,42
11009,42.028,20,Perempuan,urban,12,10,37
11010,1.591,5,Perempuan,rural,4,0,45
11011,1.948,2,Perempuan,urban,5,1,39
11012,2.319,3,Perempuan,urban,3,1,44
11013,1.501,0,Laki-Laki,rural,2,2,35
11014,3.043,4,Perempuan,rural,4,2,33
11015,3.128,9,Perempuan,rural,2,3,30
11016,2.021,0,Perempuan,rural,2,1,51
11017,1.474,3,Perempuan,urban,5,2,36
11018,13.691,2,Perempuan,rural,3,4,40
11019,3.837,12,Laki-Laki,rural,8,2,35
11020,0.731,3,Laki-Laki,urban,1,1,26
11021,4.343,2,Perempuan,rural,4,1,46
11022,30.468,12,Laki-Laki,rural,1,9,39
11023,3.334,1,Laki-Laki,urban,1,3,35
11024,3.656,4,Perempuan,rural,5,2,39
11025,0.936,2,Laki-Laki,urban,1,1,42
11026,2.782,3,Perempuan,urban,1,2,32
11027,9.003,5,Perempuan,rural,2,2,40
11028,14.834,8,Perempuan,rural,1,2,34
11029,38.393,10,Laki-Laki,rural,2,1,43
11030,11.802,8,Perempuan,rural,5,1,35
11031,0.718,1,Laki-Laki,urban,0,3,36
11032,3.059,4,Laki-Laki,urban,1,0,46
11033,6.520,3,Laki-Laki,rural,2,0,40
11034,1.089,5,Laki-Laki,rural,5,4,39
11035,0.822,9,Laki-Laki,rural,2,1,35
11036,6.526,3,Laki-Laki,urban,2,2,38
11037,31.114,8,Laki-Laki,rural,1,4,36
11038,4.828,5,Laki-Laki,rural,3,2,39
11039,1.712,4,Perempuan,rural,2,1,47
11040,20.963,15,Perempuan,rural,7,3,33
11041,5.670,1,Perempuan,urban,2,5,44
11042,0.769,7,Laki-Laki,rural,0,3,33
11043,8.051,7,Laki-Laki,urban,2,2,46
11044,14.078,3,Perempuan,rural,3,5,38
11045,2.504,3,Laki-Laki,rural,5,4,37
11046,2.090,8,Laki-Laki,rural,1,4,41
11047,0.830,13,Laki-Laki,urban,4,2,32
11048,16.126,7,Laki-Laki,urban,2,3,41
11049,3.104,5,Perempuan,urban,5,4,42
11050,0.629,3,Perempuan,urban,3,2,38
11051,5.535,12,Laki-Laki,rural,5,3,44
11052,37.071,23,Perempuan,rural,3,1,28
11053,4.544,3,Perempuan,rural,4,4,45
11054,7.142,4,Perempuan,urban,3,1,40
11055,1.763,1,Laki-Laki,rural,1,4,44
11056,15.532,16,Perempuan,urban,5,7,42
11057,0.039,5,Perempuan,urban,4,6,41
11058,9.140,9,Perempuan,rural,1,0,44
11059,4.253,4,Laki-Laki,urban,2,3,35
11060,4.485,6,Laki-Laki,rural,2,2,45
11061,3.365,3,Perempuan,rural,2,0,24
11062,16.174,8,Perempuan,rural,5,1,43
11063,20.988,7,Perempuan,rural,2,4,48
11064,1.116,4,Laki-Laki,rural,1,0,41
11065,5.629,4,Laki-Laki,rural,1,0,29
11066,8.588,3,Perempuan,rural,3,3,31
11067,23.646,14,Perempuan,urban,8,1,35
11068,2.969,0,Perempuan,urban,2,1,39
11069,9.159,8,Laki-Laki,rural,6,1,39
11070,11.179,6,Laki-Laki,rural,2,1,44
11071,2.831,3,Laki-Laki,rural,1,0,40
11072,5.383,3,Laki-Laki,urban,2,3,41
11073,3.186,3,Laki-Laki,rural,7,2,43
11074,12.642,13,Perempuan,rural,6,5,43
11075,1.146,6,Laki-Laki,rural,3,2,30
11076,6.124,3,Laki-Laki,urban,5,3,41
11077,33.321,26,Laki-Laki,urban,7,2,40
11078,1.635,1,Laki-Laki,rural,6,1,45
11079,1.636,0,Laki-Laki,rural,2,1,36
11080,22.358,10,Laki-Laki,urban,2,3,45
11081,6.118,3,Perempuan,rural,1,2,39
11082,15.738,13,Perempuan,rural,4,2,39
11083,0.769,2,Laki-Laki,rural,0,0,33
11084,6.583,5,Perempuan,urban,8,1,35
11085,2.010,6,Perempuan,rural,3,3,33
11086,26.172,13,Laki-Laki,rural,1,4,33
11087,7.106,3,Perempuan,rural,3,0,37
11088,0.680,3,Laki-Laki,rural,0,2,40
11089,4.173,2,Perempuan,urban,0,2,46
11090,24.326,13,Laki-Laki,urban,9,2,39
11091,4.970,7,Laki-Laki,urban,3,1,41
11092,0.729,10,Laki-Laki,rural,4,5,48
11093,28.439,11,Laki-Laki,urban,8,1,41
11094,4.642,6,Perempuan,rural,6,2,40
11095,8.841,1,Laki-Laki,urban,0,2,22
11096,5.148,2,Perempuan,rural,4,3,35
11097,7.090,3,Laki-Laki,rural,0,3,43
11098,2.737,2,Perempuan,rural,1,2,39
11099,6.156,2,Laki-Laki,rural,7,1,38
11100,1.003,1,Perempuan,urban,2,2,42
11101,2.866,3,Laki-Laki,urban,0,3,35
11102,0.232,3,Perempuan,urban,3,1,36
11103,1.464,1,Perempuan,rural,3,1,51
11104,0.396,1,Laki-Laki,rural,1,1,33
11105,16.239,8,Perempuan,rural,7,5,42
11106,10.131,17,Perempuan,rural,4,2,34
11107,9.574,4,Perempuan,urban,2,4,38
11108,3.512,4,Perempuan,rural,2,2,43
11109,10.077,9,Perempuan,urban,4,4,43
11110,10.415,6,Perempuan,urban,1,6,31
11111,4.962,5,Perempuan,rural,2,3,34
11112,6.586,3,Laki-Laki,rural,0,2,47
11113,0.864,2,Laki-Laki,rural,2,2,42
11114,0.141,2,Laki-Laki,urban,1,5,40
11115,0.778,2,Perempuan,urban,1,1,33
11116,8.845,3,Laki-Laki,urban,1,7,43
11117,4.807,9,Laki-Laki,urban,2,2,37
11118,1.097,0,Laki-Laki,rural,0,1,39
11119,2.152,2,Perempuan,urban,2,0,35
11120,14.795,7,Perempuan,urban,4,4,46
11121,1.640,5,Laki-Laki,rural,2,2,41
11122,5.744,4,Perempuan,urban,3,4,40
11123,2.095,5,Perempuan,rural,5,3,40
11124,50.135,22,Laki-Laki,urban,9,3,36
11125,22.322,10,Perempuan,urban,2,4,38
11126,2.955,2,Perempuan,rural,5,1,42
11127,1.866,3,Laki-Laki,rural,0,3,27
11128,1.500,2,Laki-Laki,rural,1,3,43
11129,5.375,2,Perempuan,rural,4,3,34
11130,10.529,10,Laki-Laki,urban,7,1,40
11131,0.040,6,Perempuan,urban,3,0,37
11132,1.091,4,Laki-Laki,rural,2,3,31
11133,2.367,3,Perempuan,rural,2,4,34
11134,0.061,4,Laki-Laki,urban,0,0,34
11135,0.385,2,Laki-Laki,urban,3,2,43
11136,2.503,5,Perempuan,rural,4,6,30
11137,2.730,3,Laki-Laki,rural,1,2,38
11138,1.989,1,Laki-Laki,rural,2,1,28
11139,2.787,1,Perempuan,rural,3,2,39
11140,0.381,2,Perempuan,urban,4,1,46
11141,1.445,3,Laki-Laki,urban,1,1,39
11142,28.567,15,Perempuan,urban,3,8,38
11143,3.644,1,Laki-Laki,rural,0,4,30
11144,1.453,6,Laki-Laki,urban,1,2,44
11145,2.702,2,Laki-Laki,urban,2,3,29
11146,0.696,2,Perempuan,urban,5,0,35
11147,1.285,5,Perempuan,rural,3,2,36
11148,0.927,3,Laki-Laki,rural,2,1,35
11149,1.551,2,Laki-Laki,urban,2,2,44
11150,0.028,4,Laki-Laki,rural,1,2,44
11151,5.093,2,Perempuan,rural,3,1,38
11152,4.330,2,Laki-Laki,rural,2,2,40
11153,2.856,4,Laki-Laki,rural,3,1,42
11154,11.784,6,Laki-Laki,rural,0,8,42
11155,20.531,5,Perempuan,rural,1,10,32
11156,0.377,3,Perempuan,rural,4,0,50
11157,7.215,5,Laki-Laki,rural,1,4,44
11158,1.706,0,Perempuan,rural,2,2,44
11159,1.601,4,Perempuan,rural,0,3,35
11160,4.199,4,Laki-Laki,urban,2,2,38
11161,2.060,4,Laki-Laki,rural,1,0,33
11162,1.654,3,Laki-Laki,rural,0,5,36
11163,0.299,2,Laki-Laki,rural,2,5,36
11164,5.727,4,Laki-Laki,rural,4,2,42
11165,0.545,3,Perempuan,rural,3,2,38
11166,2.662,2,Laki-Laki,rural,4,0,33
11167,2.298,1,Laki-Laki,rural,5,2,39
11168,7.574,9,Laki-Laki,urban,1,3,38
11169,23.949,18,Laki-Laki,rural,6,2,36
11170,6.905,6,Laki-Laki,urban,1,4,31
11171,5.704,0,Perempuan,rural,0,2,32
11172,2.161,3,Laki-Laki,rural,1,1,45
11173,15.105,7,Perempuan,urban,3,2,49
11174,16.098,7,Perempuan,urban,4,6,37
11175,11.840,5,Perempuan,urban,4,7,33
11176,0.217,1,Perempuan,rural,5,0,27
11177,3.541,3,Laki-Laki,urban,1,0,34
11178,6.086,2,Perempuan,urban,5,0,38
11179,6.519,5,Perempuan,urban,3,0,49
11180,0.876,0,Laki-Laki,urban,3,2,41
11181,2.626,4,Perempuan,rural,1,2,31
11182,43.833,19,Laki-Laki,rural,3,2,44
11183,8.031,6,Laki-Laki,rural,3,2,34
11184,0.170,4,Perempuan,urban,6,3,42
11185,5.827,4,Laki-Laki,urban,1,0,42
11186,0.270,3,Laki-Laki,rural,1,3,50
11187,34.620,12,Laki-Laki,urban,1,4,49
11188,28.186,11,Laki-Laki,rural,3,3,43
11189,2.622,0,Laki-Laki,rural,1,7,34
11190,4.182,4,Laki-Laki,urban,1,2,32
11191,5.292,3,Laki-Laki,urban,3,4,38
11192,11.646,6,Laki-Laki,urban,0,2,39
11193,0.436,1,Laki-Laki,rural,1,2,42
11194,4.734,5,Laki-Laki,rural,1,1,36
11195,0.434,6,Laki-Laki,rural,2,1,42
11196,3.510,1,Perempuan,rural,4,0,33
11197,23.537,8,Laki-Laki,rural,2,7,41
11198,0.707,4,Perempuan,urban,1,0,41
11199,2.457,0,Perempuan,rural,2,2,38
11200,0.874,6,Laki-Laki,rural,3,2,36
11201,1.590,0,Laki-Laki,urban,0,0,37
11202,13.942,8,Laki-Laki,rural,3,3,39
11203,13.384,15,Laki-Laki,rural,9,0,37
11204,2.054,4,Perempuan,urban,1,0,38
11205,8.475,4,Perempuan,rural,6,1,36
11206,9.229,7,Perempuan,urban,7,3,38
11207,0.690,3,Laki-Laki,urban,2,2,30
11208,9.959,1,Perempuan,urban,4,6,39
11209,1.262,10,Laki-Laki,urban,7,1,36
11210,1.290,0,Perempuan,rural,5,2,34
11211,3.424,3,Perempuan,rural,1,4,32
11212,0.501,6,Perempuan,rural,5,0,37
11213,1.737,6,Laki-Laki,urban,4,2,37
11214,13.567,5,Laki-Laki,rural,0,2,35
11215,13.123,15,Perempuan,rural,4,0,41
11216,4.059,15,Laki-Laki,urban,8,1,43
11217,16.359,6,Laki-Laki,urban,6,3,35
11218,5.369,4,Perempuan,rural,6,2,39
11219,13.392,3,Laki-Laki,rural,3,3,39
11220,0.521,1,Laki-Laki,urban,1,1,39
11221,22.978,11,Perempuan,rural,1,9,33
11222,0.357,2,Laki-Laki,rural,0,4,38
11223,30.594,18,Perempuan,urban,1,3,46
11224,1.670,1,Perempuan,urban,2,2,42
11225,3.449,5,Perempuan,urban,6,2,34
11226,2.240,4,Perempuan,urban,0,2,45
11227,5.576,1,Perempuan,rural,3,3,40
11228,16.854,9,Laki-Laki,urban,0,9,30
11229,3.053,1,Perempuan,urban,2,1,37
11230,19.724,9,Perempuan,urban,1,2,36
11231,4.697,5,Perempuan,rural,3,4,43
11232,2.803,5,Perempuan,rural,4,2,47
11233,11.895,4,Perempuan,rural,5,3,39
11234,0.564,4,Perempuan,rural,3,1,31
11235,1.656,1,Perempuan,rural,8,3,47
11236,0.943,0,Perempuan,rural,0,0,34
11237,1.130,4,Laki-Laki,rural,0,3,49
11238,0.016,1,Laki-Laki,rural,1,1,46
11239,36.823,19,Perempuan,urban,6,10,32
11240,68.003,20,Perempuan,rural,4,9,44
11241,2.790,3,Laki-Laki,rural,0,1,32
11242,0.267,5,Laki-Laki,urban,2,2,35
11243,0.518,2,Perempuan,rural,3,2,37
11244,0.958,1,Perempuan,rural,5,7,37
11245,0.547,0,Perempuan,rural,6,2,37
11246,1.603,2,Laki-Laki,urban,1,6,46
11247,1.680,3,Laki-Laki,urban,1,9,41
11248,2.971,5,Perempuan,urban,3,0,32
11249,0.644,3,Perempuan,urban,2,1,38
11250,4.958,0,Laki-Laki,urban,0,2,41
11251,1.644,8,Perempuan,urban,4,3,36
11252,0.124,0,Laki-Laki,urban,0,3,33
11253,13.489,8,Laki-Laki,rural,2,3,41
11254,0.330,3,Laki-Laki,urban,0,2,55
11255,0.124,10,Laki-Laki,urban,6,3,36
11256,1.228,1,Perempuan,urban,3,0,31
11257,10.530,6,Laki-Laki,rural,3,2,45
11258,2.086,1,Laki-Laki,rural,3,2,36
11259,0.028,5,Perempuan,rural,13,1,30
11260,2.565,2,Laki-Laki,rural,1,2,40
11261,0.629,3,Perempuan,urban,4,6,38
11262,7.487,9,Perempuan,rural,4,0,38
11263,0.412,5,Perempuan,urban,4,1,42
11264,0.350,4,Perempuan,urban,7,0,30
11265,0.126,2,Laki-Laki,rural,3,0,33
11266,11.800,7,Perempuan,urban,4,4,36
11267,0.622,4,Perempuan,urban,4,1,41
11268,15.547,10,Laki-Laki,rural,2,0,38
11269,22.234,11,Perempuan,urban,3,4,37
11270,1.164,5,Perempuan,rural,5,1,42
11271,5.761,4,Perempuan,urban,5,2,33
11272,3.700,1,Perempuan,urban,1,2,38
11273,0.967,4,Laki-Laki,rural,0,3,39
11274,4.112,8,Perempuan,rural,6,2,47
11275,2.477,4,Perempuan,urban,2,1,38
11276,0.321,2,Laki-Laki,urban,1,2,37
11277,17.247,14,Laki-Laki,urban,3,4,39
11278,0.133,1,Laki-Laki,urban,3,2,38
11279,5.084,7,Perempuan,urban,8,3,38
11280,8.794,5,Laki-Laki,rural,2,3,42
11281,1.500,3,Laki-Laki,rural,0,2,42
11282,11.371,15,Laki-Laki,rural,6,1,41
11283,2.175,3,Laki-Laki,rural,0,1,35
11284,3.915,7,Perempuan,urban,4,8,30
11285,0.893,1,Perempuan,urban,4,0,40
11286,29.636,13,Perempuan,rural,7,7,29
11287,1.412,3,Laki-Laki,rural,0,2,43
11288,6.799,7,Laki-Laki,rural,6,1,30
11289,4.835,5,Perempuan,urban,21,2,40
11290,2.111,3,Perempuan,rural,11,2,38
11291,4.012,1,Laki-Laki,rural,2,2,32
11292,5.218,11,Laki-Laki,rural,1,1,46
11293,16.587,13,Laki-Laki,rural,21,4,47
11294,2.256,6,Perempuan,urban,5,1,41
